doi,title,venue
10.1007/978-3-319-24574-4_66,Graph-Based Motion-Driven Segmentation of the Carotid Atherosclerotique Plaque in 2D Ultrasound Sequences,MICCAI
10.1007/978-3-319-24574-4_7,Interactive Multi-organ Segmentation Based on Multiple Template Deformation,MICCAI
10.1007/978-3-319-24574-4_89,Sample Size Estimation for Outlier Detection,MICCAI
10.1007/978-3-319-24553-9_87,Marginal Space Deep Learning: Efficient Architecture for Detection in Volumetric Image Data,MICCAI
10.1007/978-3-319-24574-4_13,Statistical Power in Image Segmentation: Relating Sample Size to Reference Standard Quality,MICCAI
10.1007/978-3-319-24574-4_21,A 3D Fractal-Based Approach towards Understanding Changes in the Infarcted Heart Microvasculature,MICCAI
10.1007/978-3-319-24553-9_5,q-Space Deep Learning for Twelve-Fold Shorter and Model-Free Diffusion MRI Scans,MICCAI
10.1007/978-3-319-24553-9_59,Visual Force Feedback for Hand-Held Microsurgical Instruments,MICCAI
10.1007/978-3-319-24574-4_8,Segmentation of Infant Hippocampus Using Common Feature Representations Learned for Multimodal Longitudinal Data,MICCAI
10.1007/978-3-319-24553-9_43,Projection-Based Phase Features for Localization of a Needle Tip in 2D Curvilinear Ultrasound,MICCAI
10.1007/978-3-319-24571-3_13,HoTPiG: A Novel Geometrical Feature for Vessel Morphometry and Its Application to Cerebral Aneurysm Detection,MICCAI
10.1007/978-3-319-24553-9_36,Robust 5DOF Transesophageal Echo Probe Tracking at Fluoroscopic Frame Rates,MICCAI
10.1007/978-3-319-24553-9_38,Hough Forests for Real-Time Automatic Device Localization in Fluoroscopic Images: Application to TAVR,MICCAI
10.1007/978-3-319-24553-9_73,A Random Riemannian Metric for Probabilistic Shortest-Path Tractography,MICCAI
10.1007/978-3-319-24571-3_43,Interpolation and Averaging of Multi-Compartment Model Images,MICCAI
10.1007/978-3-319-24571-3_29,A Liver Atlas Using the Special Euclidean Group,MICCAI
10.1007/978-3-319-24571-3_41,Estimating Large Lung Motion in COPD Patients by Symmetric Regularised Correspondence Fields,MICCAI
10.1007/978-3-319-24571-3_55,Computational Sonography,MICCAI
10.1007/978-3-319-24571-3_60,MRI-Based Lesion Profiling of Epileptogenic Cortical Malformations,MICCAI
10.1007/978-3-319-24574-4_87,Model Criticism for Regression on the Grassmannian,MICCAI
10.1007/978-3-319-24553-9_85,Scandent Tree: A Random Forest Learning Method for Incomplete Multimodal Datasets,MICCAI
10.1007/978-3-319-24571-3_45,A Hierarchical Bayesian Model for Multi-Site Diffeomorphic Image Atlases,MICCAI
10.1007/978-3-319-24571-3_75,A Landmark-Based Approach for Robust Estimation of Exposure Index Values in Digital Radiography,MICCAI
10.1007/978-3-319-24571-3_37,Locally Orderless Registration for Diffusion Weighted Images,MICCAI
10.1007/978-3-319-24571-3_1,Computer-Aided Detection and Quantification of Intracranial Aneurysms,MICCAI
10.1007/978-3-319-24574-4_41,Restoring the Invisible Details in Differential Interference Contrast Microscopy Images,MICCAI
10.1007/978-3-319-24574-4_44,Joint Kernel-Based Supervised Hashing for Scalable Histopathological Image Analysis,MICCAI
10.1007/978-3-319-24553-9_17,Fiber Connection Pattern-Guided Structured Sparse Representation of Whole-Brain fMRI Signals for Functional Network Inference,MICCAI
10.1007/978-3-319-24571-3_54,Database-Based Estimation of Liver Deformation under Pneumoperitoneum for Surgical Image-Guidance and Simulation,MICCAI
10.1007/978-3-319-24553-9_45,Pictorial Structures on RGB-D Images for Human Pose Estimation in the Operating Room,MICCAI
10.1007/978-3-319-24571-3_66,Flexible Reconstruction and Correction of Unpredictable Motion from Stacks of 2D Images,MICCAI
10.1007/978-3-319-24574-4_33,You Should Use Regression to Detect Cells,MICCAI
10.1007/978-3-319-24574-4_38,Cell Event Detection in Phase-Contrast Microscopy Sequences from Few Annotations,MICCAI
10.1007/978-3-319-24574-4_74,Automated Localization of Fetal Organs in MRI Using Random Forests with Steerable Features,MICCAI
10.1007/978-3-319-24571-3_33,A 2D-3D Registration Framework for Freehand TRUS-Guided Prostate Biopsy,MICCAI
10.1007/978-3-319-24571-3_70,Robust Prediction of Clinical Deep Brain Stimulation Target Structures via the Estimation of Influential High-Field MR Atlases,MICCAI
10.1007/978-3-319-24574-4_68,NEOCIVET: Extraction of Cortical Surface and Analysis of Neonatal Gyrification Using a Modified CIVET Pipeline,MICCAI
10.1007/978-3-319-24571-3_71,RF Ultrasound Distribution-Based Confidence Maps,MICCAI
10.1007/978-3-319-24553-9_8,An Iterated Complex Matrix Approach for Simulation and Analysis of Diffusion MRI Processes,MICCAI
10.1007/978-3-319-24571-3_65,A Partial Domain Approach to Enable Aortic Flow Simulation Without Turbulent Modeling,MICCAI
10.1007/978-3-319-24553-9_44,Inertial Measurement Unit for Radiation-Free Navigated Screw Placement in Slipped Capital Femoral Epiphysis Surgery,MICCAI
10.1007/978-3-319-24553-9_81,Who Is Talking to Whom: Synaptic Partner Detection in Anisotropic Volumes of Insect Brain,MICCAI
10.1007/978-3-319-24574-4_60,Motion Compensated Abdominal Diffusion Weighted MRI by Simultaneous Image Registration and Model Estimation (SIR-ME),MICCAI
10.1007/978-3-319-24571-3_27,Estimating Patient Specific Templates for Pre-operative and Follow-Up Brain Tumor Registration,MICCAI
10.1007/978-3-319-24571-3_38,Predicting Activation Across Individuals with Resting-State Functional Connectivity Based Multi-Atlas Label Fusion,MICCAI
10.1007/978-3-319-24571-3_48,Illustrative Visualization of Vascular Models for Static 2D Representations,MICCAI
10.1007/978-3-319-24571-3_51,Bayesian Personalization of Brain Tumor Growth Model,MICCAI
10.1007/978-3-319-24574-4_5,GPSSI: Gaussian Process for Sampling Segmentations of Images,MICCAI
10.1007/978-3-319-24571-3_26,Registration of Color and OCT Fundus Images Using Low-dimensional Step Pattern Analysis,MICCAI
10.1007/978-3-319-24574-4_65,Parcellation of Infant Surface Atlas Using Developmental Trajectories of Multidimensional Cortical Attributes,MICCAI
10.1007/978-3-319-24553-9_60,Automated Three-Piece Digital Dental Articulation,MICCAI
10.1007/978-3-319-24571-3_84,Fast Preconditioning for Accelerated Multi-contrast MRI Reconstruction,MICCAI
10.1007/978-3-319-24574-4_29,Co-restoring Multimodal Microscopy Images,MICCAI
10.1007/978-3-319-24553-9_79,Multiple Instance Cancer Detection by Boosting Regularised Trees,MICCAI
10.1007/978-3-319-24574-4_83,Dempster-Shafer Theory Based Feature Selection with Sparse Constraint for Outcome Prediction in Cancer Therapy,MICCAI
10.1007/978-3-319-24574-4_30,A 3D Primary Vessel Reconstruction Framework with Serial Microscopy Images,MICCAI
10.1007/978-3-319-24553-9_50,Tissue Surface Reconstruction Aided by Local Normal Information Using a Self-calibrated Endoscopic Structured Light System,MICCAI
10.1007/978-3-319-24574-4_69,Learning-Based Shape Model Matching: Training Accurate Models with Minimal Manual Input,MICCAI
10.1007/978-3-319-24553-9_10,Segmenting Kidney DCE-MRI Using 1st-Order Shape and 5th-Order Appearance Priors,MICCAI
10.1007/978-3-319-24574-4_39,Robust Muscle Cell Quantification Using Structured Edge Detection and Hierarchical Segmentation,MICCAI
10.1007/978-3-319-24574-4_42,A Novel Cell Detection Method Using Deep Convolutional Neural Network and Maximum-Weight Independent Set,MICCAI
10.1007/978-3-319-24553-9_67,Spectral Forests: Learning of Surface Data Application to Cortical Parcellation,MICCAI
10.1007/978-3-319-24574-4_54,Gated-tracking: Estimation of Respiratory Motion with Confidence,MICCAI
10.1007/978-3-319-24571-3_80,Robust Spectral Denoising for Water-Fat Separation in Magnetic Resonance Imaging,MICCAI
10.1007/978-3-319-24553-9_30,Modeling Task FMRI Data via Supervised Stochastic Coordinate Coding,MICCAI
10.1007/978-3-319-24574-4_77,Grey Matter Sublayer Thickness Estimation in the Mouse Cerebellum,MICCAI
10.1007/978-3-319-24574-4_86,Non-local Atlas-guided Multi-channel Forest Learning for Human Brain Labeling,MICCAI
10.1007/978-3-319-24553-9_40,A Portable Intra-Operative Framework Applied to Distal Radius Fracture Surgery,MICCAI
10.1007/978-3-319-24553-9_55,Motion-Aware Mosaicing for Confocal Laser Endomicroscopy,MICCAI
10.1007/978-3-319-24574-4_50,Descriptive and Intuitive Population-Based Cardiac Motion Analysis via Sparsity Constrained Tensor Decomposition,MICCAI
10.1007/978-3-319-24574-4_9,Measuring Cortical Neurite-Dispersion and Perfusion in Preterm-Born Adolescents Using Multi-modal MRI,MICCAI
10.1007/978-3-319-24574-4_67,Cortical Surface-Based Construction of Individual Structural Network with Application to Early Brain Development Study,MICCAI
10.1007/978-3-319-24574-4_88,Structural Edge Detection for Cardiovascular Modeling,MICCAI
10.1007/978-3-319-24574-4_84,Disjunctive Normal Shape and Appearance Priors with Applications to Image Segmentation,MICCAI
10.1007/978-3-319-24571-3_17,Hashing Forests for Morphological Search and Retrieval in Neuroscientific Image Databases,MICCAI
10.1007/978-3-319-24571-3_63,Estimating Biophysical Parameters from BOLD Signals through Evolutionary-Based Optimization,MICCAI
10.1007/978-3-319-24571-3_14,Robust Segmentation of Various Anatomies in 3D Ultrasound Using Hough Forests and Learned Data Representations,MICCAI
10.1007/978-3-319-24553-9_2,Harmonizing Diffusion MRI Data Across Multiple Sites and Scanners,MICCAI
10.1007/978-3-319-24553-9_61,A System for MR-Ultrasound Guidance during Robot-Assisted Laparoscopic Radical Prostatectomy,MICCAI
10.1007/978-3-319-24571-3_20,Towards Non-invasive Image-Based Early Diagnosis of Autism,MICCAI
10.1007/978-3-319-24553-9_58,Hybrid Retargeting for High-Speed Targeted Optical Biopsies,MICCAI
10.1007/978-3-319-24574-4_2,Unsupervised Myocardial Segmentation for Cardiac MRI,MICCAI
10.1007/978-3-319-24553-9_32,A Compact Retinal-Surgery Telemanipulator that Uses Disposable Instruments,MICCAI
10.1007/978-3-319-24553-9_6,A Machine Learning Based Approach to Fiber Tractography Using Classifier Voting,MICCAI
10.1007/978-3-319-24571-3_53,Vito - A Generic Agent for Multi-physics Model Personalization: Application to Heart Modeling,MICCAI
10.1007/978-3-319-24553-9_83,Cross-Domain Synthesis of Medical Images Using Efficient Location-Sensitive Deep Network,MICCAI
10.1007/978-3-319-24571-3_52,Learning Patient-Specific Lumped Models for Interactive Coronary Blood Flow Simulations,MICCAI
10.1007/978-3-319-24571-3_58,Mean Aneurysm Flow Amplitude Ratio Comparison between DSA and CFD,MICCAI
10.1007/978-3-319-24571-3_19,Automatic Graph-Based Localization of Cochlear Implant Electrodes in CT,MICCAI
10.1007/978-3-319-24571-3_50,Automatic Prostate Brachytherapy Preplanning Using Joint Sparse Analysis,MICCAI
10.1007/978-3-319-24574-4_52,Motion-Corrected Super-Resolution Reconstruction for High-Resolution 3D Cardiac Cine MRI,MICCAI
10.1007/978-3-319-24571-3_25,Dictionary Learning Based Image Descriptor for Myocardial Registration of CP-BOLD MR,MICCAI
10.1007/978-3-319-24571-3_44,Structured Decision Forests for Multi-modal Ultrasound Image Registration,MICCAI
10.1007/978-3-319-24571-3_40,A Robust Outlier Elimination Approach for Multimodal Retina Image Registration,MICCAI
10.1007/978-3-319-24553-9_71,Combining Unsupervised Feature Learning and Riesz Wavelets for Histopathology Image Representation: Application to Identifying Anaplastic Medulloblastoma,MICCAI
10.1007/978-3-319-24574-4_10,Interactive Whole-Heart Segmentation in Congenital Heart Disease,MICCAI
10.1007/978-3-319-24574-4_51,Liver Motion Estimation via Locally Adaptive Over-Segmentation Regularization,MICCAI
10.1007/978-3-319-24574-4_20,A Continuous Flow-Maximisation Approach to Connectivity-Driven Cortical Parcellation,MICCAI
10.1007/978-3-319-24574-4_24,Multi-atlas Based Segmentation Editing with Interaction-Guided Constraints,MICCAI
10.1007/978-3-319-24571-3_12,Regenerative Random Forest with Automatic Feature Selection to Detect Mitosis in Histopathological Breast Cancer Images,MICCAI
10.1007/978-3-319-24553-9_51,Surgical Augmented Reality with Topological Changes,MICCAI
10.1007/978-3-319-24571-3_5,Automatic Artery-Vein Separation from Thoracic CT Images Using Integer Programming,MICCAI
10.1007/978-3-319-24571-3_74,Bayesian Tomographic Reconstruction Using Riemannian MCMC,MICCAI
10.1007/978-3-319-24574-4_59,Prospective Identification of CRT Super Responders Using a Motion Atlas and Random Projection Ensemble Learning,MICCAI
10.1007/978-3-319-24553-9_78,Scale-Adaptive Forest Training via an Efficient Feature Sampling Scheme,MICCAI
10.1007/978-3-319-24571-3_64,Radiopositive Tissue Displacement Compensation for SPECT-guided Surgery,MICCAI
10.1007/978-3-319-24553-9_15,Sparse Bayesian Inference of White Matter Fiber Orientations from Compressed Multi-resolution Diffusion MRI,MICCAI
10.1007/978-3-319-24553-9_14,Exploiting the Phase in Diffusion MRI for Microstructure Recovery: Towards Axonal Tortuosity via Asymmetric Diffusion Processes,MICCAI
10.1007/978-3-319-24553-9_31,Autonomous Ultrasound-Guided Tissue Dissection,MICCAI
10.1007/978-3-319-24553-9_39,Hybrid Utrasound and MRI Acquisitions for High-Speed Imaging of Respiratory Organ Motion,MICCAI
10.1007/978-3-319-24571-3_36,A Stochastic Quasi-Newton Method for Non-Rigid Image Registration,MICCAI
10.1007/978-3-319-24574-4_11,Automatic 3D US Brain Ventricle Segmentation in Pre-Term Neonates Using Multi-phase Geodesic Level-Sets with Shape Prior,MICCAI
10.1007/978-3-319-24574-4_57,Longitudinal Analysis of Pre-term Neonatal Brain Ventricle in Ultrasound Images Based on Convex Optimization,MICCAI
10.1007/978-3-319-24574-4_58,Multi-GPU Reconstruction of Dynamic Compressed Sensing MRI,MICCAI
10.1007/978-3-319-24553-9_26,Integrating Multimodal Priors in Predictive Models for the Functional Characterization of Alzheimer&apos;s Disease,MICCAI
10.1007/978-3-319-24571-3_39,Crossing-Lines Registration for Direct Electromagnetic Navigation,MICCAI
10.1007/978-3-319-24574-4_91,Structural Brain Mapping,MICCAI
10.1007/978-3-319-24574-4_73,A Steering Engine: Learning 3-D Anatomy Orientation Using Regression Forests,MICCAI
10.1007/978-3-319-24553-9_24,V-Bundles: Clustering Fiber Trajectories from Diffusion MRI in Linear Time,MICCAI
10.1007/978-3-319-24553-9_7,Symmetric Wiener Processes for Probabilistic Tractography and Connectivity Estimation,MICCAI
10.1007/978-3-319-24571-3_28,Topography-Based Registration of Developing Cortical Surfaces in Infants Using Multidirectional Varifold Representation,MICCAI
10.1007/978-3-319-24571-3_47,Which Metrics Should Be Used in Non-linear Registration Evaluation?,MICCAI
10.1007/978-3-319-24553-9_80,Uncertainty-Driven Forest Predictors for Vertebra Localization and Segmentation,MICCAI
10.1007/978-3-319-24553-9_33,Surgical Tool Tracking and Pose Estimation in Retinal Microsurgery,MICCAI
10.1007/978-3-319-24571-3_49,Perfusion Paths: Inference of Voxelwise Blood Flow Trajectories in CT Perfusion,MICCAI
10.1007/978-3-319-24553-9_57,Marker-Less AR in the Hybrid Room Using Equipment Detection for Camera Relocalization,MICCAI
10.1007/978-3-319-24574-4_28,U-Net: Convolutional Networks for Biomedical Image Segmentation,MICCAI
10.1007/978-3-319-24553-9_68,DeepOrgan: Multi-level Deep Convolutional Networks for Automated Pancreas Segmentation,MICCAI
10.1007/978-3-319-24571-3_83,Mobile C-arm 3D Reconstruction in the Presence of Uncertain Geometry,MICCAI
10.1007/978-3-319-24574-4_49,A Sparse Bayesian Learning Algorithm for Longitudinal Image Data,MICCAI
10.1007/978-3-319-24571-3_15,Improved Parkinson&apos;s Disease Classification from Diffusion MRI Data by Fisher Vector Descriptors,MICCAI
10.1007/978-3-319-24571-3_61,Patient-specific 3D Ultrasound Simulation Based on Convolutional Ray-tracing and Appearance Optimization,MICCAI
10.1007/978-3-319-24553-9_56,A Registration Approach to Endoscopic Laser Speckle Contrast Imaging for Intrauterine Visualisation of Placental Vessels,MICCAI
10.1007/978-3-319-24553-9_34,Direct Calibration of a Laser Ablation System in the Projective Voltage Space,MICCAI
10.1007/978-3-319-24571-3_7,Leveraging Mid-Level Semantic Boundary Cues for Automated Lymph Node Detection,MICCAI
10.1007/978-3-319-24574-4_12,Multiple Surface Segmentation Using Truncated Convex Priors,MICCAI
10.1007/978-3-319-24553-9_75,Learning Tensor-Based Features for Whole-Brain fMRI Classification,MICCAI
10.1007/978-3-319-24574-4_23,Progressive Label Fusion Framework for Multi-atlas Segmentation by Dictionary Evolution,MICCAI
10.1007/978-3-319-24574-4_64,Learning with Heterogeneous Data for Longitudinal Studies,MICCAI
10.1007/978-3-319-24571-3_82,Analytic Quantification of Bias and Variance of Coil Sensitivity Profile Estimators for Improved Image Reconstruction in MRI,MICCAI
10.1007/978-3-319-24574-4_46,Robust Cell Detection and Segmentation in Histopathological Images Using Sparse Reconstruction and Stacked Denoising Autoencoders,MICCAI
10.1007/978-3-319-24553-9_70,A Hybrid of Deep Network and Hidden Markov Model for MCI Identification with Resting-State fMRI,MICCAI
10.1007/978-3-319-24574-4_81,Fast Automatic Vertebrae Detection and Localization in Pathological CT Scans - A Deep Learning Approach,MICCAI
10.1007/978-3-319-24571-3_23,Learning the Correlation Between Images and Disease Labels Using Ambiguous Learning,MICCAI
10.1007/978-3-319-24574-4_37,Multimodal Dictionary Learning and Joint Sparse Representation for HEp-2 Cell Classification,MICCAI
10.1007/978-3-319-24571-3_8,Computer-Aided Pulmonary Embolism Detection Using a Novel Vessel-Aligned Multi-planar Image Representation and Convolutional Neural Networks,MICCAI
10.1007/978-3-319-24571-3_42,Combining Transversal and Longitudinal Registration in IVUS Studies,MICCAI
10.1007/978-3-319-24574-4_15,Corpus Callosum Segmentation in MS Studies Using Normal Atlases and Optimal Hybridization of Extrinsic and Intrinsic Image Cues,MICCAI
10.1007/978-3-319-24574-4_25,Improving Convenience and Reliability of 5-ALA-Induced Fluorescent Imaging for Brain Tumor Surgery,MICCAI
10.1007/978-3-319-24571-3_69,Estimate Compensate Iterate: Joint Motion Estimation and Compensation in 4-D Cardiac C-arm Computed Tomography,MICCAI
10.1007/978-3-319-24553-9_13,Robust Automated White Matter Pathway Reconstruction for Large Studies,MICCAI
10.1007/978-3-319-24571-3_77,Robust PET Motion Correction Using Non-local Spatio-temporal Priors,MICCAI
10.1007/978-3-319-24571-3_16,Automated Shape and Texture Analysis for Detection of Osteoarthritis from Radiographs of the Knee,MICCAI
10.1007/978-3-319-24574-4_63,Joint Diagnosis and Conversion Time Prediction of Progressive Mild Cognitive Impairment (pMCI) Using Low-Rank Subspace Clustering and Matrix Completion,MICCAI
10.1007/978-3-319-24553-9_42,Adaption of 3D Models to 2D X-Ray Images during Endovascular Abdominal Aneurysm Repair,MICCAI
10.1007/978-3-319-24553-9_65,Why Does Synthesized Data Improve Multi-sequence Classification?,MICCAI
10.1007/978-3-319-24553-9_86,Disentangling Disease Heterogeneity with Max-Margin Multiple Hyperplane Classifier,MICCAI
10.1007/978-3-319-24553-9_27,Simultaneous Denoising and Registration for Accurate Cardiac Diffusion Tensor Reconstruction from MRI,MICCAI
10.1007/978-3-319-24553-9_54,Robust Live Tracking of Mitral Valve Annulus for Minimally-Invasive Intervention Guidance,MICCAI
10.1007/978-3-319-24553-9_52,Towards an Efficient Computational Framework for Guiding Surgical Resection through Intra-operative Endo-microscopic Pathology,MICCAI
10.1007/978-3-319-24571-3_59,Application of L0-Norm Regularization to Epicardial Potential Reconstruction,MICCAI
10.1007/978-3-319-24571-3_3,Detection of Glands and Villi by Collaboration of Domain Knowledge and Deep Learning,MICCAI
10.1007/978-3-319-24574-4_27,Neutrophils Identification by Deep Learning and Voronoi Diagram of Clusters,MICCAI
10.1007/978-3-319-24574-4_18,Multi-organ Segmentation Using Shape Model Guided Local Phase Analysis,MICCAI
10.1007/978-3-319-24574-4_90,Multi-scale Heat Kernel Based Volumetric Morphology Signature,MICCAI
10.1007/978-3-319-24574-4_3,Multimodal Cortical Parcellation Based on Anatomical and Functional Brain Connectivity,MICCAI
10.1007/978-3-319-24553-9_16,Classification of MRI under the Presence of Disease Heterogeneity using Multi-Task Learning: Application to Bipolar Disorder,MICCAI
10.1007/978-3-319-24574-4_4,Slic-Seg: Slice-by-Slice Segmentation Propagation of the Placenta in Fetal MRI Using One-Plane Scribbles and Online Learning,MICCAI
10.1007/978-3-319-24553-9_72,Automatic Coronary Calcium Scoring in Cardiac CT Angiography Using Convolutional Neural Networks,MICCAI
10.1007/978-3-319-24571-3_18,Computer-Aided Infarction Identification from Cardiac CT Images: A Biomechanical Approach with SVM,MICCAI
10.1007/978-3-319-24553-9_12,Prediction of CT Substitutes from MR Images Based on Local Sparse Correspondence Combination,MICCAI
10.1007/978-3-319-24553-9_46,Interventional Photoacoustic Imaging of the Human Placenta with Ultrasonic Tracking for Minimally Invasive Fetal Surgeries,MICCAI
10.1007/978-3-319-24574-4_45,Deep Voting: A Robust Approach Toward Nucleus Localization in Microscopy Images,MICCAI
10.1007/978-3-319-24574-4_43,Beyond Classification: Structured Regression for Robust Cell Detection Using Convolutional Neural Network,MICCAI
10.1007/978-3-319-24574-4_40,Fast Cell Segmentation Using Scalable Sparse Manifold Learning and Affine Transform-Approximated Active Contour,MICCAI
10.1007/978-3-319-24571-3_67,Efficient Preconditioning in Joint Total Variation Regularized Parallel MRI Reconstruction,MICCAI
10.1007/978-3-319-24574-4_31,Adaptive Co-occurrence Differential Texton Space for HEp-2 Cells Classification,MICCAI
10.1007/978-3-319-24571-3_62,Robust Transmural Electrophysiological Imaging: Integrating Sparse and Dynamic Physiological Models into ECG-Based Inference,MICCAI
10.1007/978-3-319-24553-9_1,Automatic Segmentation of Renal Compartments in DCE-MRI Images,MICCAI
10.1007/978-3-319-24571-3_35,Uncertainty Quantification for LDDMM Using a Low-Rank Hessian Approximation,MICCAI
10.1007/978-3-319-24574-4_35,Fast Background Removal in 3D Fluorescence Microscopy Images Using One-Class Learning,MICCAI
10.1007/978-3-319-24571-3_76,Accelerated Dynamic MRI Reconstruction with Total Variation and Nuclear Norm Regularization,MICCAI
10.1007/978-3-319-24553-9_23,Diffusion Compartmentalization Using Response Function Groups with Cardinality Penalization,MICCAI
10.1007/978-3-319-24553-9_28,Iterative Subspace Screening for Rapid Sparse Estimation of Brain Tissue Microstructural Properties,MICCAI
10.1007/978-3-319-24574-4_16,Brain Tissue Segmentation Based on Diffusion MRI Using ℓ0 Sparse-Group Representation Classification,MICCAI
10.1007/978-3-319-24574-4_82,Guided Random Forests for Identification of Key Fetal Anatomy and Image Categorization in Ultrasound Scans,MICCAI
10.1007/978-3-319-24571-3_46,Distance Networks for Morphological Profiling and Characterization of DICCCOL Landmarks,MICCAI
10.1007/978-3-319-24574-4_79,Automatic Craniomaxillofacial Landmark Digitization via Segmentation-Guided Partially-Joint Regression Forest Model,MICCAI
10.1007/978-3-319-24571-3_30,Multi-scale and Multimodal Fusion of Tract-Tracing Myelin Stain and DTI-derived Fibers in Macaque Brains,MICCAI
10.1007/978-3-319-24574-4_55,Solving Logistic Regression with Group Cardinality Constraints for Time Series Analysis,MICCAI
10.1007/978-3-319-24574-4_36,Motion Representation of Ciliated Cell Images with Contour-Alignment for Automated CBF Estimation,MICCAI
10.1007/978-3-319-24571-3_31,Space-Frequency Detail-Preserving Construction of Neonatal Brain Atlases,MICCAI
10.1007/978-3-319-24571-3_72,Prospective Prediction of Thin-Cap Fibroatheromas from Baseline Virtual Histology Intravascular Ultrasound Data,MICCAI
10.1007/978-3-319-24553-9_82,Direct and Simultaneous Four-Chamber Volume Estimation by Multi-Output Regression,MICCAI
10.1007/978-3-319-24553-9_69,3D Deep Learning for Efficient and Robust Landmark Detection in Volumetric Data,MICCAI
10.1007/978-3-319-24553-9_47,Automated Segmentation of Surgical Motion for Performance Analysis and Feedback,MICCAI
10.1007/978-3-319-24553-9_53,Automated Assessment of Surgical Skills Using Frequency Analysis,MICCAI
10.1007/978-3-319-24571-3_22,Semantic 3-D Labeling of Ear Implants Using a Global Parametric Transition Prior,MICCAI
10.1007/978-3-319-10443-0_47,Scalable Histopathological Image Analysis via Active Learning,MICCAI
10.1007/978-3-319-10443-0_29,Image Quality Transfer via Random Forest Regression: Applications in Diffusion MRI,MICCAI
10.1007/978-3-319-10404-1_51,Auto Localization and Segmentation of Occluded Vessels in Robot-Assisted Partial Nephrectomy,MICCAI
10.1007/978-3-319-10404-1_27,Topology Preservation and Anatomical Feasibility in Random Walker Image Registration,MICCAI
10.1007/978-3-319-10404-1_92,Automated 3D Segmentation of Multiple Surfaces with a Shared Hole: Segmentation of the Neural Canal Opening in SD-OCT Volumes,MICCAI
10.1007/978-3-319-10443-0_19,T 2-Relaxometry for Myelin Water Fraction Extraction Using Wald Distribution and Extended Phase Graph,MICCAI
10.1007/978-3-319-10404-1_48,TRIC: Trust Region for Invariant Compactness and Its Application to Abdominal Aorta Segmentation,MICCAI
10.1007/978-3-319-10404-1_91,Label Inference with Registration and Patch Priors,MICCAI
10.1007/978-3-319-10470-6_42,Multi-view Stereo and Advanced Navigation for Transanal Endoscopic Microsurgery,MICCAI
10.1007/978-3-319-10404-1_82,An Automated System for Detecting and Measuring Nailfold Capillaries,MICCAI
10.1007/978-3-319-10470-6_9,Real-Time Muscle Deformation via Decoupled Modeling of Solid and Muscle Fiber Mechanics,MICCAI
10.1007/978-3-319-10404-1_71,Multi-stage Thresholded Region Classification for Whole-Body PET-CT Lymphoma Studies,MICCAI
10.1007/978-3-319-10404-1_23,Iterative Most Likely Oriented Point Registration,MICCAI
10.1007/978-3-319-10404-1_101,Erratum: Iterative Most Likely Oriented Point Registration,MICCAI
10.1007/978-3-319-10404-1_100,Lung Segmentation from CT with Severe Pathologies Using Anatomical Constraints,MICCAI
10.1007/978-3-319-10404-1_74,Automated Detection of New or Evolving Melanocytic Lesions Using a 3D Body Model,MICCAI
10.1007/978-3-319-10443-0_53,Multi-scale Analysis of Imaging Features and Its Use in the Study of COPD Exacerbation Susceptible Phenotypes,MICCAI
10.1007/978-3-319-10470-6_58,Modeling the Variability in Brain Morphology and Lesion Distribution in Multiple Sclerosis by Deep Learning,MICCAI
10.1007/978-3-319-10404-1_14,Application-Driven MRI: Joint Reconstruction and Segmentation from Undersampled MRI Data,MICCAI
10.1007/978-3-319-10470-6_7,Patient-Specific Simulation of Implant Placement and Function for Cochlear Implantation Surgery Planning,MICCAI
10.1007/978-3-319-10443-0_1,Generalized Multiresolution Hierarchical Shape Models via Automatic Landmark Clusterization,MICCAI
10.1007/978-3-319-10404-1_93,Coupled Sparse Dictionary for Depth-Based Cup Segmentation from Single Color Fundus Image,MICCAI
10.1007/978-3-319-10470-6_15,A Matching Model Based on Earth Mover&apos;s Distance for Tracking Myxococcus Xanthus,MICCAI
10.1007/978-3-319-10404-1_18,Real Time Dynamic MRI with Dynamic Total Variation,MICCAI
10.1007/978-3-319-10404-1_67,Breast Cancer Risk Analysis Based on a Novel Segmentation Framework for Digital Mammograms,MICCAI
10.1007/978-3-319-10443-0_35,Construct and Assess Multimodal Mouse Brain Connectomes via Joint Modeling of Multi-scale DTI and Neuron Tracer Data,MICCAI
10.1007/978-3-319-10404-1_21,Speckle Reduction in Optical Coherence Tomography by Image Registration and Matrix Completion,MICCAI
10.1007/978-3-319-10404-1_78,Tracing Retinal Blood Vessels by Matrix-Forest Theorem of Directed Graphs,MICCAI
10.1007/978-3-319-10443-0_36,Designing Single- and Multiple-Shell Sampling Schemes for Diffusion MRI Using Spherical Code,MICCAI
10.1007/978-3-319-10404-1_31,Histology to μCT Data Matching Using Landmarks and a Density Biased RANSAC,MICCAI
10.1007/978-3-319-10404-1_75,Bone Tumor Segmentation on Bone Scans Using Context Information and Random Forests,MICCAI
10.1007/978-3-319-10470-6_98,A Unified Kernel Regression for Diffusion Wavelets on Manifolds Detects Aging-Related Changes in the Amygdala and Hippocampus,MICCAI
10.1007/978-3-319-10470-6_77,Reconstruction of Coronary Trees from 3DRA Using a 3D+t Statistical Cardiac Prior,MICCAI
10.1007/978-3-319-10470-6_61,Automated Medical Image Modality Recognition by Fusion of Visual and Text Information,MICCAI
