doc_name,label1,label2,value
Study Group Learning: Improving Retinal Vessel Segmentation Trained with Noisy Labels,DRIVE,In Figure,True
Study Group Learning: Improving Retinal Vessel Segmentation Trained with Noisy Labels,DRIVE,In Table,True
Joint Learning of Brain Lesion and Anatomy Segmentation from Heterogeneous Datasets,BRATS,Elsewhere,True
Joint Learning of Brain Lesion and Anatomy Segmentation from Heterogeneous Datasets,BRATS,In Method,True
Region-of-Interest Guided Supervoxel Inpainting for Self-supervision,BRATS,In Method,True
Region-of-Interest Guided Supervoxel Inpainting for Self-supervision,BRATS,Elsewhere,True
Region-of-Interest Guided Supervoxel Inpainting for Self-supervision,BRATS,In Figure,True
Region-of-Interest Guided Supervoxel Inpainting for Self-supervision,BRATS,In Table,True
Medical Matting: A New Perspective on Medical Segmentation with Uncertainty,LIDC-IDRI,In Method,True
Medical Matting: A New Perspective on Medical Segmentation with Uncertainty,LIDC-IDRI,Elsewhere,True
Medical Matting: A New Perspective on Medical Segmentation with Uncertainty,LIDC-IDRI,In Figure,True
Medical Matting: A New Perspective on Medical Segmentation with Uncertainty,LIDC-IDRI,In Table,True
Deep Learning and Structured Prediction for the Segmentation of Mass in Mammograms,CBIS-DDSM,In Abstract,True
Deep Learning and Structured Prediction for the Segmentation of Mass in Mammograms,CBIS-DDSM,In Method,True
Deep Learning and Structured Prediction for the Segmentation of Mass in Mammograms,CBIS-DDSM,In Table,True
3DFPN-HS $$^2$$ 2 : 3D Feature Pyramid Network Based High Sensitivity and Specificity Pulmonary Nodule Detection,LIDC-IDRI,In Abstract,True
3DFPN-HS $$^2$$ 2 : 3D Feature Pyramid Network Based High Sensitivity and Specificity Pulmonary Nodule Detection,LIDC-IDRI,Elsewhere,True
3DFPN-HS $$^2$$ 2 : 3D Feature Pyramid Network Based High Sensitivity and Specificity Pulmonary Nodule Detection,LIDC-IDRI,In Method,True
Multi-scale Neural ODEs for 3D Medical Image Registration,BRATS,In Method,True
Multi-scale Neural ODEs for 3D Medical Image Registration,BRATS,In Table,True
DS$$^3$$-Net: Difficulty-Perceived Common-to-T1ce Semi-supervised Multimodal MRI Synthesis Network,BRATS,In Abstract,True
DS$$^3$$-Net: Difficulty-Perceived Common-to-T1ce Semi-supervised Multimodal MRI Synthesis Network,BRATS,In Method,True
AlignTransformer: Hierarchical Alignment of Visual Regions and Disease Tags for Medical Report Generation,Chexpert,Elsewhere,True
AlignTransformer: Hierarchical Alignment of Visual Regions and Disease Tags for Medical Report Generation,MIMIC,In Abstract,True
AlignTransformer: Hierarchical Alignment of Visual Regions and Disease Tags for Medical Report Generation,MIMIC,Elsewhere,True
AlignTransformer: Hierarchical Alignment of Visual Regions and Disease Tags for Medical Report Generation,MIMIC,In Method,True
AlignTransformer: Hierarchical Alignment of Visual Regions and Disease Tags for Medical Report Generation,MIMIC,In Table,True
Evaluating Model Performance in Medical Datasets Over Time,MIMIC,Elsewhere,True
Evaluating Model Performance in Medical Datasets Over Time,MIMIC,In Method,True
Evaluating Model Performance in Medical Datasets Over Time,MIMIC,In Figure,True
Evaluating Model Performance in Medical Datasets Over Time,MIMIC,In Table,True
Evaluating Model Performance in Medical Datasets Over Time,MIMIC,In Footnote,True
Improving Pneumonia Localization via Cross-Attention on Medical Images and Reports,MIMIC,In Abstract,True
Improving Pneumonia Localization via Cross-Attention on Medical Images and Reports,MIMIC,Elsewhere,True
Improving Pneumonia Localization via Cross-Attention on Medical Images and Reports,MIMIC,In Method,True
Improving Pneumonia Localization via Cross-Attention on Medical Images and Reports,MIMIC,In Figure,True
Bounding Box Tightness Prior for Weakly Supervised Image Segmentation,PROMISE12,In Method,True
Bounding Box Tightness Prior for Weakly Supervised Image Segmentation,PROMISE12,In Table,True
Motion Pyramid Networks for Accurate and Efficient Cardiac Motion Estimation,ACDC,In Method,True
Motion Pyramid Networks for Accurate and Efficient Cardiac Motion Estimation,ACDC,In Table,True
Enriching Unsupervised User Embedding via Medical Concepts,MIMIC,In Abstract,True
Enriching Unsupervised User Embedding via Medical Concepts,MIMIC,In Method,True
Enriching Unsupervised User Embedding via Medical Concepts,MIMIC,Elsewhere,True
Enriching Unsupervised User Embedding via Medical Concepts,MIMIC,In Table,True
SAUNet: Shape Attentive U-Net for Interpretable Medical Image Segmentation,ACDC,In Abstract,True
SAUNet: Shape Attentive U-Net for Interpretable Medical Image Segmentation,ACDC,Elsewhere,True
SAUNet: Shape Attentive U-Net for Interpretable Medical Image Segmentation,ACDC,In Method,True
SAUNet: Shape Attentive U-Net for Interpretable Medical Image Segmentation,ACDC,In Figure,True
SAUNet: Shape Attentive U-Net for Interpretable Medical Image Segmentation,ACDC,In Table,True
Identification of Subgroups With Similar Benefits in Off-Policy Policy Evaluation,MIMIC,Elsewhere,True
Identification of Subgroups With Similar Benefits in Off-Policy Policy Evaluation,MIMIC,In Method,True
Identification of Subgroups With Similar Benefits in Off-Policy Policy Evaluation,MIMIC,In Figure,True
Annotation-Free Cardiac Vessel Segmentation via Knowledge Transfer from Retinal Images,DRIVE,Elsewhere,True
Annotation-Free Cardiac Vessel Segmentation via Knowledge Transfer from Retinal Images,DRIVE,In Method,True
Layer Ensembles: A Single-Pass Uncertainty Estimation in Deep Learning for Segmentation,M&Ms,In Method,True
Discriminative Localization in CNNs for Weakly-Supervised Segmentation of Pulmonary Nodules,LIDC-IDRI,In Abstract,True
Discriminative Localization in CNNs for Weakly-Supervised Segmentation of Pulmonary Nodules,LIDC-IDRI,Elsewhere,True
Discriminative Localization in CNNs for Weakly-Supervised Segmentation of Pulmonary Nodules,LIDC-IDRI,In Method,True
Adaptive Feature Recombination and Recalibration for Semantic Segmentation: Application to Brain Tumor Segmentation in MRI,BRATS,In Method,True
Adaptive Feature Recombination and Recalibration for Semantic Segmentation: Application to Brain Tumor Segmentation in MRI,BRATS,Elsewhere,True
Adaptive Feature Recombination and Recalibration for Semantic Segmentation: Application to Brain Tumor Segmentation in MRI,BRATS,In Table,True
Federated Multilingual Models for Medical Transcript Analysis,MIMIC,In Table,True
Deformed2Self: Self-supervised Denoising for Dynamic Medical Imaging,ACDC,In Method,True
Deformed2Self: Self-supervised Denoising for Dynamic Medical Imaging,ACDC,In Figure,True
Deformed2Self: Self-supervised Denoising for Dynamic Medical Imaging,ACDC,In Table,True
Encoding Visual Attributes in Capsules for Explainable Medical Diagnoses,LIDC-IDRI,In Method,True
Knee Injury Detection using MRI with Efficiently-Layered Network (ELNet),MRNet,In Abstract,True
Knee Injury Detection using MRI with Efficiently-Layered Network (ELNet),MRNet,Elsewhere,True
Knee Injury Detection using MRI with Efficiently-Layered Network (ELNet),MRNet,In Method,True
Knee Injury Detection using MRI with Efficiently-Layered Network (ELNet),MRNet,In Figure,True
Knee Injury Detection using MRI with Efficiently-Layered Network (ELNet),MRNet,In Table,True
Partial transfusion: on the expressive influence of trainable batch norm parameters for transfer learning,Chexpert,In Method,True
Partial transfusion: on the expressive influence of trainable batch norm parameters for transfer learning,Chexpert,In Table,True
Partial transfusion: on the expressive influence of trainable batch norm parameters for transfer learning,CAMELYON,In Method,True
Partial transfusion: on the expressive influence of trainable batch norm parameters for transfer learning,CAMELYON,In Table,True
HeMIS: Hetero-Modal Image Segmentation,BRATS,In Method,True
HeMIS: Hetero-Modal Image Segmentation,BRATS,In Figure,True
HeMIS: Hetero-Modal Image Segmentation,BRATS,In Table,True
HeMIS: Hetero-Modal Image Segmentation,BRATS,In Footnote,True
Transfer Learning by Adaptive Merging of Multiple Models,BRATS,In Abstract,True
Transfer Learning by Adaptive Merging of Multiple Models,BRATS,In Method,True
Transfer Learning by Adaptive Merging of Multiple Models,BRATS,In Table,True
Transfer Learning by Adaptive Merging of Multiple Models,BRATS,Elsewhere,True
Attention Guided Network for Retinal Image Segmentation,DRIVE,In Method,True
Attention Guided Network for Retinal Image Segmentation,DRIVE,In Figure,True
Attention Guided Network for Retinal Image Segmentation,DRIVE,In Table,True
Pulmonary Vessel Segmentation Based on Orthogonal Fused U-Net++ of Chest CT Images,LIDC-IDRI,In Abstract,True
Pulmonary Vessel Segmentation Based on Orthogonal Fused U-Net++ of Chest CT Images,LIDC-IDRI,In Method,True
Semi-automatic Brain Tumor Segmentation by Constrained MRFs Using Structural Trajectories,BRATS,In Abstract,True
Semi-automatic Brain Tumor Segmentation by Constrained MRFs Using Structural Trajectories,BRATS,Elsewhere,True
Semi-automatic Brain Tumor Segmentation by Constrained MRFs Using Structural Trajectories,BRATS,In Method,True
Semi-automatic Brain Tumor Segmentation by Constrained MRFs Using Structural Trajectories,BRATS,In Table,True
Unsupervised Quality Control of Image Segmentation Based on Bayesian Learning,ACDC,In Abstract,True
Unsupervised Quality Control of Image Segmentation Based on Bayesian Learning,ACDC,Elsewhere,True
Unsupervised Quality Control of Image Segmentation Based on Bayesian Learning,ACDC,In Method,True
Unsupervised Quality Control of Image Segmentation Based on Bayesian Learning,ACDC,In Figure,True
Unsupervised Quality Control of Image Segmentation Based on Bayesian Learning,BRATS,In Abstract,True
Unsupervised Quality Control of Image Segmentation Based on Bayesian Learning,BRATS,Elsewhere,True
Unsupervised Quality Control of Image Segmentation Based on Bayesian Learning,BRATS,In Method,True
Unsupervised Quality Control of Image Segmentation Based on Bayesian Learning,BRATS,In Figure,True
Automated Pulmonary Nodule Detection via 3D ConvNets with Online Sample Filtering and Hybrid-Loss Residual Learning,LIDC-IDRI,In Abstract,True
Automated Pulmonary Nodule Detection via 3D ConvNets with Online Sample Filtering and Hybrid-Loss Residual Learning,LIDC-IDRI,Elsewhere,True
Automated Pulmonary Nodule Detection via 3D ConvNets with Online Sample Filtering and Hybrid-Loss Residual Learning,LIDC-IDRI,In Method,True
Automated Pulmonary Nodule Detection via 3D ConvNets with Online Sample Filtering and Hybrid-Loss Residual Learning,LIDC-IDRI,In Table,True
Gifsplanation via Latent Shift: A Simple Autoencoder Approach to Counterfactual Generation for Chest X-rays,Chexpert,In Method,True
Gifsplanation via Latent Shift: A Simple Autoencoder Approach to Counterfactual Generation for Chest X-rays,MIMIC,In Method,True
An empirical framework for domain generalization in clinical settings,Chexpert,In Method,True
An empirical framework for domain generalization in clinical settings,Chexpert,In Table,True
An empirical framework for domain generalization in clinical settings,ChestX-Ray14,In Method,True
An empirical framework for domain generalization in clinical settings,ChestX-Ray14,In Table,True
An empirical framework for domain generalization in clinical settings,PadChest,In Method,True
An empirical framework for domain generalization in clinical settings,PadChest,In Table,True
An empirical framework for domain generalization in clinical settings,MIMIC,Elsewhere,True
An empirical framework for domain generalization in clinical settings,MIMIC,In Method,True
An empirical framework for domain generalization in clinical settings,MIMIC,In Table,True
An empirical framework for domain generalization in clinical settings,CAMELYON,In Method,True
TR-GAN: Topology Ranking GAN with Triplet Loss for Retinal Artery Vein Classification,DRIVE,In Abstract,True
TR-GAN: Topology Ranking GAN with Triplet Loss for Retinal Artery Vein Classification,DRIVE,Elsewhere,True
TR-GAN: Topology Ranking GAN with Triplet Loss for Retinal Artery Vein Classification,DRIVE,In Method,True
TR-GAN: Topology Ranking GAN with Triplet Loss for Retinal Artery Vein Classification,DRIVE,In Table,True
Learning Morphological Feature Perturbations for Calibrated Semi-Supervised Segmentation,BRATS,In Method,True
Learning Morphological Feature Perturbations for Calibrated Semi-Supervised Segmentation,BRATS,In Table,True
TorchXRayVision: A library of chest X-ray datasets and models,Chexpert,Elsewhere,True
TorchXRayVision: A library of chest X-ray datasets and models,Chexpert,In Figure,True
TorchXRayVision: A library of chest X-ray datasets and models,Chexpert,In Table,True
TorchXRayVision: A library of chest X-ray datasets and models,PadChest,Elsewhere,True
TorchXRayVision: A library of chest X-ray datasets and models,PadChest,In Table,True
TorchXRayVision: A library of chest X-ray datasets and models,MIMIC,Elsewhere,True
TorchXRayVision: A library of chest X-ray datasets and models,MIMIC,In Table,True
TorchXRayVision: A library of chest X-ray datasets and models,VinDr-CXR,In Table,True
Efficient Out-of-Distribution Detection in Digital Pathology Using Multi-Head Convolutional Neural Networks,CAMELYON,In Method,True
Efficient Out-of-Distribution Detection in Digital Pathology Using Multi-Head Convolutional Neural Networks,CAMELYON,In Table,True
Retinal Image Segmentation with a Structure-Texture Demixing Network,DRIVE,Elsewhere,True
Retinal Image Segmentation with a Structure-Texture Demixing Network,DRIVE,In Method,True
Retinal Image Segmentation with a Structure-Texture Demixing Network,DRIVE,In Figure,True
Retinal Image Segmentation with a Structure-Texture Demixing Network,DRIVE,In Table,True
Bounding boxes for weakly supervised segmentation: Global constraints get close to full supervision,PROMISE12,In Method,True
Bounding boxes for weakly supervised segmentation: Global constraints get close to full supervision,PROMISE12,In Figure,True
Bounding boxes for weakly supervised segmentation: Global constraints get close to full supervision,PROMISE12,In Table,True
Bounding boxes for weakly supervised segmentation: Global constraints get close to full supervision,PROMISE12,In Footnote,True
HartleyMHA: Self-attention in Frequency Domain for Resolution-Robust and Parameter-Efficient 3D Image Segmentation,BRATS,In Abstract,True
HartleyMHA: Self-attention in Frequency Domain for Resolution-Robust and Parameter-Efficient 3D Image Segmentation,BRATS,Elsewhere,True
HartleyMHA: Self-attention in Frequency Domain for Resolution-Robust and Parameter-Efficient 3D Image Segmentation,BRATS,In Method,True
HartleyMHA: Self-attention in Frequency Domain for Resolution-Robust and Parameter-Efficient 3D Image Segmentation,BRATS,In Figure,True
Benefits of Linear Conditioning for Segmentation using Metadata,ACDC,Elsewhere,True
Unsupervised Domain Adaptation for Medical Image Segmentation via Self-Training of Early Features,M&Ms,In Method,True
Unsupervised Domain Adaptation for Medical Image Segmentation via Self-Training of Early Features,M&Ms,In Figure,True
Unsupervised Domain Adaptation for Medical Image Segmentation via Self-Training of Early Features,M&Ms,In Table,True
Unsupervised Domain Adaptation for Medical Image Segmentation via Self-Training of Early Features,M&Ms,Elsewhere,True
An Elastic Interaction-Based Loss Function for Medical Image Segmentation,DRIVE,In Abstract,True
An Elastic Interaction-Based Loss Function for Medical Image Segmentation,DRIVE,Elsewhere,True
An Elastic Interaction-Based Loss Function for Medical Image Segmentation,DRIVE,In Method,True
An Elastic Interaction-Based Loss Function for Medical Image Segmentation,DRIVE,In Table,True
SAR: Scale-Aware Restoration Learning for 3D Tumor Segmentation,BRATS,In Method,True
SAR: Scale-Aware Restoration Learning for 3D Tumor Segmentation,BRATS,In Figure,True
SAR: Scale-Aware Restoration Learning for 3D Tumor Segmentation,BRATS,In Table,True
XCAT-GAN for Synthesizing 3D Consistent Labeled Cardiac MR Images on Anatomically Variable XCAT Phantoms,ACDC,In Method,True
XCAT-GAN for Synthesizing 3D Consistent Labeled Cardiac MR Images on Anatomically Variable XCAT Phantoms,ACDC,In Table,True
XCAT-GAN for Synthesizing 3D Consistent Labeled Cardiac MR Images on Anatomically Variable XCAT Phantoms,ACDC,Elsewhere,True
XCAT-GAN for Synthesizing 3D Consistent Labeled Cardiac MR Images on Anatomically Variable XCAT Phantoms,Sunnybrook,In Method,True
Liver Tissue Classification in Patients with Hepatocellular Carcinoma by Fusing Structured and Rotationally Invariant Context Representation,BRATS,In Method,True
KD-MRI: A knowledge distillation framework for image reconstruction and image restoration in MRI workflow,ACDC,In Figure,True
KD-MRI: A knowledge distillation framework for image reconstruction and image restoration in MRI workflow,ACDC,In Table,True
Denoising Autoencoders for Unsupervised Anomaly Detection in Brain MRI,BRATS,In Method,True
Hierarchical Self-supervised Learning for Medical Image Segmentation Based on Multi-domain Data Aggregation,ACDC,In Table,True
Hierarchical Self-supervised Learning for Medical Image Segmentation Based on Multi-domain Data Aggregation,M&Ms,In Table,True
Evidence Fusion with Contextual Discounting for Multi-modality Medical Image Segmentation,BRATS,In Method,True
Evidence Fusion with Contextual Discounting for Multi-modality Medical Image Segmentation,BRATS,In Table,True
Tracing Retinal Blood Vessels by Matrix-Forest Theorem of Directed Graphs,DRIVE,In Method,True
Tracing Retinal Blood Vessels by Matrix-Forest Theorem of Directed Graphs,DRIVE,In Figure,True
Tracing Retinal Blood Vessels by Matrix-Forest Theorem of Directed Graphs,DRIVE,In Table,True
A Divide-and-Conquer Approach Towards Understanding Deep Networks,DRIVE,Elsewhere,True
A Divide-and-Conquer Approach Towards Understanding Deep Networks,DRIVE,In Method,True
A Divide-and-Conquer Approach Towards Understanding Deep Networks,DRIVE,In Table,True
DeScarGAN: Disease-Specific Anomaly Detection with Weak Supervision,Chexpert,Elsewhere,True
DeScarGAN: Disease-Specific Anomaly Detection with Weak Supervision,Chexpert,In Method,True
DeScarGAN: Disease-Specific Anomaly Detection with Weak Supervision,Chexpert,In Figure,True
DeScarGAN: Disease-Specific Anomaly Detection with Weak Supervision,Chexpert,In Table,True
Foundation Ark: Accruing and Reusing Knowledge for Superior and Robust Performance,Chexpert,In Abstract,True
Foundation Ark: Accruing and Reusing Knowledge for Superior and Robust Performance,Chexpert,Elsewhere,True
Foundation Ark: Accruing and Reusing Knowledge for Superior and Robust Performance,MIMIC,In Abstract,True
Foundation Ark: Accruing and Reusing Knowledge for Superior and Robust Performance,MIMIC,Elsewhere,True
Foundation Ark: Accruing and Reusing Knowledge for Superior and Robust Performance,VinDr-CXR,In Abstract,True
Foundation Ark: Accruing and Reusing Knowledge for Superior and Robust Performance,VinDr-CXR,Elsewhere,True
Automatic Radiology Report Generation Based on Multi-view Image Fusion and Medical Concept Enrichment,Chexpert,Elsewhere,True
Automatic Radiology Report Generation Based on Multi-view Image Fusion and Medical Concept Enrichment,Chexpert,In Method,True
Weakly Supervised One-Stage Vision and Language Disease Detection Using Large Scale Pneumonia and Pneumothorax Studies,Chexpert,In Method,True
Weakly Supervised One-Stage Vision and Language Disease Detection Using Large Scale Pneumonia and Pneumothorax Studies,MIMIC,In Abstract,True
Weakly Supervised One-Stage Vision and Language Disease Detection Using Large Scale Pneumonia and Pneumothorax Studies,MIMIC,Elsewhere,True
Weakly Supervised One-Stage Vision and Language Disease Detection Using Large Scale Pneumonia and Pneumothorax Studies,MIMIC,In Method,True
Weakly Supervised One-Stage Vision and Language Disease Detection Using Large Scale Pneumonia and Pneumothorax Studies,MIMIC,In Table,True
Concept-based model explanations for electronic health records,MIMIC,Elsewhere,True
Concept-based model explanations for electronic health records,MIMIC,In Method,True
Concept-based model explanations for electronic health records,MIMIC,In Figure,True
Learning Directional Feature Maps for Cardiac MRI Segmentation,ACDC,In Abstract,True
Learning Directional Feature Maps for Cardiac MRI Segmentation,ACDC,In Method,True
Learning Directional Feature Maps for Cardiac MRI Segmentation,ACDC,Elsewhere,True
Learning Directional Feature Maps for Cardiac MRI Segmentation,ACDC,In Figure,True
Learning Directional Feature Maps for Cardiac MRI Segmentation,ACDC,In Table,True
Joint Learning of Vessel Segmentation and Artery Vein Classification with Post-processing,DRIVE,In Abstract,True
Joint Learning of Vessel Segmentation and Artery Vein Classification with Post-processing,DRIVE,In Method,True
Joint Learning of Vessel Segmentation and Artery Vein Classification with Post-processing,DRIVE,In Table,True
Federated Whole Prostate Segmentation in MRI with Personalized Neural Architectures,PROMISE12,In Method,True
Federated Whole Prostate Segmentation in MRI with Personalized Neural Architectures,PROMISE12,In Figure,True
Federated Whole Prostate Segmentation in MRI with Personalized Neural Architectures,PROMISE12,In Table,True
Federated Whole Prostate Segmentation in MRI with Personalized Neural Architectures,PROMISE12,In Footnote,True
Federated Whole Prostate Segmentation in MRI with Personalized Neural Architectures,PROSTATEx,In Method,True
Federated Whole Prostate Segmentation in MRI with Personalized Neural Architectures,PROSTATEx,In Table,True
Federated Whole Prostate Segmentation in MRI with Personalized Neural Architectures,PROSTATEx,In Footnote,True
The Minimum Cost Connected Subgraph Problem in Medical Image Analysis,DRIVE,In Method,True
The Minimum Cost Connected Subgraph Problem in Medical Image Analysis,DRIVE,In Table,True
Rib Suppression in Digital Chest Tomosynthesis,LIDC-IDRI,In Method,True
CASED: Curriculum Adaptive Sampling for Extreme Data Imbalance,LIDC-IDRI,In Abstract,True
CASED: Curriculum Adaptive Sampling for Extreme Data Imbalance,LIDC-IDRI,Elsewhere,True
CASED: Curriculum Adaptive Sampling for Extreme Data Imbalance,LIDC-IDRI,In Method,True
CASED: Curriculum Adaptive Sampling for Extreme Data Imbalance,LIDC-IDRI,In Table,True
AnaXNet: Anatomy Aware Multi-label Finding Classification in Chest X-Ray,MIMIC,In Method,True
Supervised Feature Learning for Curvilinear Structure Segmentation,DRIVE,In Method,True
PHTrans: Parallelly Aggregating Global and Local Representations for Medical Image Segmentation,ACDC,In Method,True
PHTrans: Parallelly Aggregating Global and Local Representations for Medical Image Segmentation,ACDC,In Table,True
DECAPS: Detail-Oriented Capsule Networks,Chexpert,In Abstract,True
DECAPS: Detail-Oriented Capsule Networks,Chexpert,In Method,True
DECAPS: Detail-Oriented Capsule Networks,Chexpert,Elsewhere,True
DECAPS: Detail-Oriented Capsule Networks,Chexpert,In Figure,True
DECAPS: Detail-Oriented Capsule Networks,Chexpert,In Table,True
Region-Guided CycleGANs for Stain Transfer in Whole Slide Images,CAMELYON,In Method,True
Region-Guided CycleGANs for Stain Transfer in Whole Slide Images,CAMELYON,Elsewhere,True
Region-Guided CycleGANs for Stain Transfer in Whole Slide Images,CAMELYON,In Table,True
A Unified Hyper-GAN Model for Unpaired Multi-contrast MR Image Translation,BRATS,In Abstract,True
A Unified Hyper-GAN Model for Unpaired Multi-contrast MR Image Translation,BRATS,Elsewhere,True
A Unified Hyper-GAN Model for Unpaired Multi-contrast MR Image Translation,BRATS,In Method,True
A Unified Hyper-GAN Model for Unpaired Multi-contrast MR Image Translation,BRATS,In Figure,True
A Unified Hyper-GAN Model for Unpaired Multi-contrast MR Image Translation,BRATS,In Table,True
Conditional Generative Adversarial and Convolutional Networks for X-ray Breast Mass Segmentation and Shape Classification,CBIS-DDSM,In Abstract,True
Conditional Generative Adversarial and Convolutional Networks for X-ray Breast Mass Segmentation and Shape Classification,CBIS-DDSM,In Method,True
Conditional Generative Adversarial and Convolutional Networks for X-ray Breast Mass Segmentation and Shape Classification,CBIS-DDSM,Elsewhere,True
Conditional Generative Adversarial and Convolutional Networks for X-ray Breast Mass Segmentation and Shape Classification,CBIS-DDSM,In Table,True
Realistic Adversarial Data Augmentation for MR Image Segmentation,ACDC,In Method,True
Realistic Adversarial Data Augmentation for MR Image Segmentation,ACDC,In Footnote,True
TransFusion: Multi-view Divergent Fusion for Medical Image Segmentation with Transformers,M&Ms,In Abstract,True
TransFusion: Multi-view Divergent Fusion for Medical Image Segmentation with Transformers,M&Ms,Elsewhere,True
TransFusion: Multi-view Divergent Fusion for Medical Image Segmentation with Transformers,M&Ms,In Method,True
Do We Still Need Clinical Language Models?,MIMIC,In Abstract,True
Do We Still Need Clinical Language Models?,MIMIC,Elsewhere,True
Do We Still Need Clinical Language Models?,MIMIC,In Method,True
Do We Still Need Clinical Language Models?,MIMIC,In Table,True
SMU-Net: Style matching U-Net for brain tumor segmentation with missing modalities,BRATS,In Abstract,True
SMU-Net: Style matching U-Net for brain tumor segmentation with missing modalities,BRATS,In Method,True
SMU-Net: Style matching U-Net for brain tumor segmentation with missing modalities,BRATS,Elsewhere,True
SMU-Net: Style matching U-Net for brain tumor segmentation with missing modalities,BRATS,In Figure,True
SMU-Net: Style matching U-Net for brain tumor segmentation with missing modalities,BRATS,In Table,True
Renal Cell Carcinoma Detection and Subtyping with Minimal Point-Based Annotation in Whole-Slide Images,CAMELYON,Elsewhere,True
Incremental Learning for Heterogeneous Structure Segmentation in Brain Tumor MRI,BRATS,In Method,True
