name,ACDC,sunnybrook,STACOM’11,RVSC,M&Ms,BRATS,PROMISE12,LIDC-IDRI,DRIVE,CBIS-DDSM,Chexpert,ChestX-Ray14,PadChest,MIMIC,VinDr-CXR,PAD-UFES-20,CAMELYON,CADDementia,MRNet,PROSTATEx
Morphology-Aware Interactive Keypoint Estimation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Construction of a Deformable Spatiotemporal MRI Atlas of the Fetal Brain: Evaluation of Similarity Metrics and Deformation Models.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Measurement-Conditioned Denoising Diffusion Probabilistic Model for Under-Sampled Medical Image Reconstruction.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Clinically Translatable Direct Patlak Reconstruction from Dynamic PET with Motion Correction Using Convolutional Neural Network.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Unsupervised Deep Learning for Bayesian Brain MRI Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Studying Cerebral Vasculature Using Structure Proximity and Graph Kernels.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Hybrid Deep Learning Framework for Integrated Segmentation and Registration: Evaluation on Longitudinal White Matter Tract Changes.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
You only Learn Once: Universal Anatomical Landmark Detection.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mapping Lifetime Brain Volumetry with Covariate-Adjusted Restricted Cubic Spline Regression from Cross-Sectional Multi-site MRI.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nuc2Vec: Learning Representations of Nuclei in Histopathology Images with Contrastive Loss.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Registration Approach to Endoscopic Laser Speckle Contrast Imaging for Intrauterine Visualisation of Placental Vessels.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Modality-Agnostic Patch-Based Technique for Lesion Filling in Multiple Sclerosis.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Interventional Photoacoustic Imaging of the Human Placenta with Ultrasonic Tracking for Minimally Invasive Fetal Surgeries.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Geodesically Smoothed Tensor Features for Pulmonary Hypertension Prognosis Using the Heart and Surrounding Tissues.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learning and Understanding Deep Spatio-Temporal Representations from Free-Hand Fetal Ultrasound Sweeps.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Integrating Cross-modality Hallucinated MRI with CT to Aid Mediastinal Lung Tumor Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Transformer Lesion Tracker.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multimodal Dictionary Learning and Joint Sparse Representation for HEp-2 Cell Classification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multi-view Analysis of Unregistered Medical Images Using Cross-View Transformers.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learning and Exploiting Interclass Visual Correlations for Medical Image Classification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sensorless Freehand 3D Ultrasound Reconstruction via Deep Contextual Learning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Segmentation of Cells with Partial Occlusion and Part Configuration Constraint Using Evolutionary Computation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3D Cardiac Shape Prediction with Deep Neural Networks: Simultaneous Use of Images and Patient Metadata.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Reconstruction and Quantification of 3D Iris Surface for Angle-Closure Glaucoma Detection in Anterior Segment OCT.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep Learning-Based Universal Beamformer for Ultrasound Imaging.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ECONet: Efficient Convolutional Online Likelihood Network for Scribble-based Interactive Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pairwise Relation Learning for Semi-supervised Gland Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multi-Instance Multi-Scale CNN for Medical Image Classification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Priority U-Net: Detection of Punctuate White Matter Lesions in Preterm Neonate in 3D Cranial Ultrasonography.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fast Automatic Vertebrae Detection and Localization in Pathological CT Scans - A Deep Learning Approach.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FDR-HS: An Empirical Bayesian Identification of Heterogenous Features in Neuroimage Analysis.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Do Baby Brain Cortices that Look Alike at Birth Grow Alike During the First Year of Postnatal Development?.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learning Geometry-Dependent and Physics-Based Inverse Image Reconstruction.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Matched Filter Decomposition of fMRI into Resting and Task Components.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Training deep segmentation networks on texture-encoded input: application to neuroimaging of the developing neonatal brain.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Single-Subject Structural Networks with Closed-Form Rotation Invariant Matching Improve Power in Developmental Studies of the Cortex.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learning Joint Shape and Appearance Representations with Metamorphic Auto-Encoders.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bayesian Image Quality Transfer with CNNs: Exploring Uncertainty in dMRI Super-Resolution.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Negative Evidence Matters in Interpretable Histology Image Classification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Key-frame Guided Network for Thyroid Nodule Recognition Using Ultrasound Videos.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learned Super Resolution Ultrasound for Improved Breast Lesion Characterization.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bayesian Personalization of Brain Tumor Growth Model.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sharpening Local Interpretable Model-Agnostic Explanations for Histopathology: Improved Understandability and Reliability.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cluster-to-Conquer: A Framework for End-to-End Multi-Instance Learning for Whole Slide Image Classification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Simulation of Brain Resection for Cavity Segmentation Using Self-supervised and Semi-supervised Learning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sample Hardness Based Gradient Loss for Long-Tailed Cervical Cell Detection.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Max-Margin Based Learning for Discriminative Bayesian Network from Neuroimaging Data.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Metamorphosis Distance for Embryonic Cardiac Action Potential Interpolation and Classification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MIRST-DM: Multi-instance RST with Drop-Max Layer for Robust Classification of Breast Cancer.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Benefits of Linear Conditioning for Segmentation using Metadata.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learning from Subjective Ratings Using Auto-Decoded Deep Latent Embeddings.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CheXRelNet: An Anatomy-Aware Model for Tracking Longitudinal Relationships Between Chest X-Rays.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M-GCN: A Multimodal Graph Convolutional Network to Integrate Functional and Structural Connectomics Data to Predict Multidimensional Phenotypic Characterizations.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learning Nonrigid Deformations for Constrained Multi-modal Image Registration.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Unsupervised Representation Learning Meets Pseudo-Label Supervised Self-Distillation: A New Approach to Rare Disease Classification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Discriminative Feature Selection for Multiple Ocular Diseases Classification by Sparse Induced Graph Regularized Group Lasso.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Estimating Model Performance on External Samples from Their Limited Statistical Characteristics.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Computer-Aided Tuberculosis Diagnosis with Attribute Reasoning Assistance.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multiple Instance Cancer Detection by Boosting Regularised Trees.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep Granular Feature-Label Distribution Learning for Neuroimaging-Based Infant Age Prediction.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Discriminative Parameter Estimation for Random Walks Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scribble-Based Hierarchical Weakly Supervised Learning for Brain Tumor Segmentation.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tract Dictionary Learning for Fast and Robust Recognition of Fiber Bundles.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DeU-Net: Deformable U-Net for 3D Cardiac MRI Video Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Minimum S-Excess Graph for Segmenting and Tracking Multiple Borders with HMM.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.5D Thermometry Maps for MRI-Guided Tumor Ablation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Opinions Vary? Diagnosis First!.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Show Attend and Detect: Towards Fine-Grained Assessment of Abdominal Aortic Calcification on Vertebral Fracture Assessment Scans.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Boundary loss for highly unbalanced segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Machine Learning Based Compartment Models with Permeability for White Matter Microstructure Imaging.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FOD Restoration for Enhanced Mapping of White Matter Lesion Connectivity.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Weakly Supervised Brain Lesion Segmentation via Attentional Representation Learning.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Automatic Polyp Segmentation via Multi-scale Subtraction Network.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Longitudinal Analysis of Pre-term Neonatal Brain Ventricle in Ultrasound Images Based on Convex Optimization.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Conditional Training with Bounding Map for Universal Lesion Detection.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Semi-supervised Meta-learning with Disentanglement for Domain-Generalised Medical Image Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bilateral Weighted Adaptive Local Similarity Measure for Registration in Neurosurgery.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Robust and Effective Approach Towards Accurate Metastasis Detection and pN-stage Classification in Breast Cancer.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MVP-Net: Multi-view FPN with Position-Aware Attention for Deep Universal Lesion Detection.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Meta Corrupted Pixels Mining for Medical Image Segmentation.,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Classification of Pancreatic Cysts in Computed Tomography Images Using a Random Forest and Convolutional Neural Network Ensemble.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Test-Time Unsupervised Domain Adaptation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spatial Clockwork Recurrent Neural Network for Muscle Perimysium Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pathological Site Retargeting under Tissue Deformation Using Geometrical Association and Tracking.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Intraoperative Organ Motion Models with an Ensemble of Conditional Generative Adversarial Networks.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Hybrid Multishape Learning Framework for Longitudinal Prediction of Cortical Surfaces and Fiber Tracts Using Neonatal Data.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Progressive Label Fusion Framework for Multi-atlas Segmentation by Dictionary Evolution.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Intracranial Aneurysm Detection from 3D Vascular Mesh Models with Ensemble Deep Learning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Generative Invertible Networks (GIN): Pathophysiology-Interpretable Feature Mapping and Virtual Patient Generation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joint Estimation of Hemodynamic Response Function and Voxel Activation in Functional MRI Data.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dynamic MRI Reconstruction with Motion-Guided Network.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Subject-Specific Prediction Using Nonlinear Population Modeling: Application to Early Brain Maturation from DTI.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tensor Metrics and Charged Containers for 3D Q-space Sample Distribution.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Left-Invariant Metrics for Diffeomorphic Image Registration with Spatially-Varying Regularisation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
One Click Lesion RECIST Measurement and Segmentation on CT Scans.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Annotation-Free Cardiac Vessel Segmentation via Knowledge Transfer from Retinal Images.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ultrasound-Based Characterization of Prostate Cancer: An in vivo Clinical Feasibility Study.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SAU-Net: Efficient 3D Spine MRI Segmentation Using Inter-Slice Attention.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Using the Anisotropic Laplace Equation to Compute Cortical Thickness.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Complex Lung Motion Estimation via Adaptive Bilateral Filtering of the Deformation Field.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Active Learning and Proofreading for Delineation of Curvilinear Structures.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shape-Based Features of White Matter Fiber-Tracts Associated with Outcome in Major Depression Disorder.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Knee Injury Detection using MRI with Efficiently-Layered Network (ELNet).,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Globally Optimal Curvature-Regularized Fast Marching for Vessel Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Moving from 2D to 3D: Volumetric Medical Image Classification for Rectal Cancer Staging.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fusing Correspondenceless 3D Point Distribution Models.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gifsplanation via Latent Shift: A Simple Autoencoder Approach to Counterfactual Generation for Chest X-rays.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Thalamic Nuclei Segmentation Using Tractography Population-Specific Priors and Local Fibre Orientation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spatial Modeling of Multiple Sclerosis for Disease Subtype Prediction.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Real-Time Visualisation and Analysis of Internal Examinations – Seeing the Unseen.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
nnDetection: A Self-configuring Method for Medical Object Detection.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TeCNO: Surgical Phase Recognition with Multi-stage Temporal Convolutional Networks.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Effective Semantic Segmentation in Cataract Surgery: What Matters Most?.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Similarity Guided Feature Labeling for Lesion Detection.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep Orthogonal Fusion: Multimodal Prognostic Biomarker Discovery Integrating Radiology Pathology Genomic and Clinical Data.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Latent Source Model for Patch-Based Image Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Explaining COVID-19 and Thoracic Pathology Model Predictions by Identifying Informative Input Features.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Attentive Symmetric Autoencoder for Brain MRI Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hierarchical Reconstruction of 7T-like Images from 3T MRI Using Multi-level CCA and Group Sparsity.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Label Stability in Multiple Instance Learning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Searching for Efficient Architecture for Instrument Segmentation in Robotic Surgery.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Seeing Under the Cover: A Physics Guided Learning Approach for In-bed Pose Estimation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Video-Based Computer Aided Arthroscopy for Patient Specific Reconstruction of the Anterior Cruciate Ligament.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ChrSNet: Chromosome Straightening Using Self-attention Guided Networks.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apoptosis Detection for Non-adherent Cells in Time-lapse Phase Contrast Microscopy.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Entropy Guided Unsupervised Domain Adaptation for Cross-Center Hip Cartilage Segmentation from MRI.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VOCA: Cell Nuclei Detection In Histopathology Images By Vector Oriented Confidence Accumulation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DeepASL: Kinetic Model Incorporated Loss for Denoising Arterial Spin Labeled MRI via Deep Residual Learning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Merging-Diverging Hybrid Transformer Networks for Survival Prediction in  Head and Neck Cancer.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Segmentation of Cortical and Subcortical Multiple Sclerosis Lesions Based on Constrained Partial Volume Modeling.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lesion Detection and Grading of Diabetic Retinopathy via Two-Stages Deep Convolutional Neural Networks.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Automatic Graph-Based Localization of Cochlear Implant Electrodes in CT.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep Learning Based Metal Artifacts Reduction in Post-operative Cochlear Implant CT Imaging.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learning Shape Priors for Robust Cardiac MR Segmentation from Multi-view Images.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Asymmetry Disentanglement Network for Interpretable Acute Ischemic Stroke Infarct Segmentation in Non-contrast CT Scans.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PTGB: Pre-Train Graph Neural Networks for Brain Network Analysis.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
V–Bundles: Clustering Fiber Trajectories from Diffusion MRI in Linear Time.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Automatic Labeling of Vascular Structures with Topological Constraints via HMM.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
New Multi-task Learning Model to Predict Alzheimer’s Disease Cognitive Assessment.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Extreme Consistency: Overcoming Annotation Scarcity and Domain Shifts.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DeepPrognosis: Preoperative Prediction of Pancreatic Cancer Survival and Surgical Margin via Contrast-Enhanced CT Imaging.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Stochastic Quasi-Newton Method for Non-Rigid Image Registration.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learning from Suspected Target: Bootstrapping Performance for Breast Cancer Detection in Mammography.,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Surrogate-Driven Estimation of Respiratory Motion and Layers in X-Ray Fluoroscopy.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Holistic Mapping of Striatum Surfaces in the Laplace-Beltrami Embedding Space.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Motion-Compensated Autonomous Scanning for Tumour Localisation Using Intraoperative Ultrasound.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Using Convolutional Neural Networks to Automatically Detect Eye-Blink Artifacts in Magnetoencephalography Without Resorting to Electrooculography.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Boundary-Aware Transformers for Skin Lesion Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Flexible Bayesian Modelling for Nonlinear Image Registration.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Correlation-Weighted Sparse Group Representation for Brain Network Construction in MCI Classification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TBraTS: Trusted Brain Tumor Segmentation.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Knowledge-Guided Pretext Learning for Utero-Placental Interface Detection.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Histology-Based Model of Quantitative T1 Contrast for In-vivo Cortical Parcellation of High-Resolution 7 Tesla Brain MR Images.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
vMFNet: Compositionality Meets Domain-Generalised Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Weakly Supervised Deep Learning Approach for Detecting Malaria and Sickle Cells in Blood Films.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Short Acquisition Time PET Quantification Using MRI-Based Pharmacokinetic Parameter Synthesis.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CS-Net: Channel and Spatial Attention Network for Curvilinear Structure Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Probabilistic Non-parametric Framework for Inter-modality Label Fusion.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Distill DSM: Computationally efficient method for segmentation of medical imaging volumes.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multiple-Network Classification of Childhood Autism Using Functional Connectivity Dynamics.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Novel Structure-Aware Sparse Learning Algorithm for Brain Imaging Genetics.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ensembled ResUnet for Anatomical Brain Barriers Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Flow-Based Deformation Guidance for Unpaired Multi-contrast MRI Image-to-Image Translation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Domain adaptation model for retinopathy detection from cross-domain OCT images.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tensor Networks for Medical Image Classification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Persistent Homological Sparse Network Approach to Detecting White Matter Abnormality in Maltreated Children: MRI and DTI Multimodal Study.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ICA-UNet: ICA Inspired Statistical UNet for Real-Time 3D Cardiac Cine MRI Segmentation.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learning Tumor Growth via Follow-Up Volume Prediction for Lung Nodules.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Image-Driven Stochastic Identification of Boundary Conditions for Predictive Simulation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Improving Functional MRI Registration Using Whole-Brain Functional Correlation Tensors.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Automatic Fast and Robust Characterization of Noise Distributions for Diffusion MRI.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NestedFormer: Nested Modality-Aware Transformer for Brain Tumor Segmentation.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Real-Time Dense Stereo Reconstruction Using Convex Optimisation with a Cost-Volume for Image-Guided Robotic Surgery.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Local Attention Graph-Based Transformer for Multi-target Genetic Alteration Prediction.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scribble-Based Domain Adaptation via Co-segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Understanding Alzheimer disease’s structural connectivity through explainable AI.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep Convolutional Filtering for Spatio-Temporal Denoising and Artifact Removal in Arterial Spin Labelling MRI.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
