doi,name,ACDC,sunnybrook,STACOM’11,RVSC,M&Ms,BRATS,PROMISE12,LIDC-IDRI,DRIVE,CBIS-DDSM
10.1007/978-3-319-24553-9_30,Modeling Task FMRI Data via Supervised Stochastic Coordinate Coding,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_77,Grey Matter Sublayer Thickness Estimation in the Mouse Cerebellum,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_86,Non-local Atlas-guided Multi-channel Forest Learning for Human Brain Labeling,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_40,A Portable Intra-Operative Framework Applied to Distal Radius Fracture Surgery,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_55,Motion-Aware Mosaicing for Confocal Laser Endomicroscopy,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_50,Descriptive and Intuitive Population-Based Cardiac Motion Analysis via Sparsity Constrained Tensor Decomposition,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_9,Measuring Cortical Neurite-Dispersion and Perfusion in Preterm-Born Adolescents Using Multi-modal MRI,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_67,Cortical Surface-Based Construction of Individual Structural Network with Application to Early Brain Development Study,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_88,Structural Edge Detection for Cardiovascular Modeling,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_84,Disjunctive Normal Shape and Appearance Priors with Applications to Image Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_17,Hashing Forests for Morphological Search and Retrieval in Neuroscientific Image Databases,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_63,Estimating Biophysical Parameters from BOLD Signals through Evolutionary-Based Optimization,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_14,Robust Segmentation of Various Anatomies in 3D Ultrasound Using Hough Forests and Learned Data Representations,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_2,Harmonizing Diffusion MRI Data Across Multiple Sites and Scanners,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_61,A System for MR-Ultrasound Guidance during Robot-Assisted Laparoscopic Radical Prostatectomy,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_20,Towards Non-invasive Image-Based Early Diagnosis of Autism,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_58,Hybrid Retargeting for High-Speed Targeted Optical Biopsies,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_2,Unsupervised Myocardial Segmentation for Cardiac MRI,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_32,A Compact Retinal-Surgery Telemanipulator that Uses Disposable Instruments,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_6,A Machine Learning Based Approach to Fiber Tractography Using Classifier Voting,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_53,Vito – A Generic Agent for Multi-physics Model Personalization: Application to Heart Modeling,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_83,Cross-Domain Synthesis of Medical Images Using Efficient Location-Sensitive Deep Network,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_52,Learning Patient-Specific Lumped Models for Interactive Coronary Blood Flow Simulations,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_58,Mean Aneurysm Flow Amplitude Ratio Comparison between DSA and CFD,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_19,Automatic Graph-Based Localization of Cochlear Implant Electrodes in CT,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_50,Automatic Prostate Brachytherapy Preplanning Using Joint Sparse Analysis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_52,Motion-Corrected Super-Resolution Reconstruction for High-Resolution 3D Cardiac Cine MRI,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_25,Dictionary Learning Based Image Descriptor for Myocardial Registration of CP-BOLD MR,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_44,Structured Decision Forests for Multi-modal Ultrasound Image Registration,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_40,A Robust Outlier Elimination Approach for Multimodal Retina Image Registration,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_71,Combining Unsupervised Feature Learning and Riesz Wavelets for Histopathology Image Representation: Application to Identifying Anaplastic Medulloblastoma,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_10,Interactive Whole-Heart Segmentation in Congenital Heart Disease,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_51,Liver Motion Estimation via Locally Adaptive Over-Segmentation Regularization,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_20,A Continuous Flow-Maximisation Approach to Connectivity-Driven Cortical Parcellation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_24,Multi-atlas Based Segmentation Editing with Interaction-Guided Constraints,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_12,Regenerative Random Forest with Automatic Feature Selection to Detect Mitosis in Histopathological Breast Cancer Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_51,Surgical Augmented Reality with Topological Changes,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_5,Automatic Artery-Vein Separation from Thoracic CT Images Using Integer Programming,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_74,Bayesian Tomographic Reconstruction Using Riemannian MCMC,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_59,Prospective Identification of CRT Super Responders Using a Motion Atlas and Random Projection Ensemble Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_78,Scale-Adaptive Forest Training via an Efficient Feature Sampling Scheme,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_64,Radiopositive Tissue Displacement Compensation for SPECT-guided Surgery,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_15,Sparse Bayesian Inference of White Matter Fiber Orientations from Compressed Multi-resolution Diffusion MRI,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_14,Exploiting the Phase in Diffusion MRI for Microstructure Recovery: Towards Axonal Tortuosity via Asymmetric Diffusion Processes,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_31,Autonomous Ultrasound-Guided Tissue Dissection,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_39,Hybrid Utrasound and MRI Acquisitions for High-Speed Imaging of Respiratory Organ Motion,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_36,A Stochastic Quasi-Newton Method for Non-Rigid Image Registration,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_11,Automatic 3D US Brain Ventricle Segmentation in Pre-Term Neonates Using Multi-phase Geodesic Level-Sets with Shape Prior,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_57,Longitudinal Analysis of Pre-term Neonatal Brain Ventricle in Ultrasound Images Based on Convex Optimization,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_58,Multi-GPU Reconstruction of Dynamic Compressed Sensing MRI,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_26,Integrating Multimodal Priors in Predictive Models for the Functional Characterization of Alzheimer’s Disease,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_39,Crossing-Lines Registration for Direct Electromagnetic Navigation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_91,Structural Brain Mapping,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_73,A Steering Engine: Learning 3-D Anatomy Orientation Using Regression Forests,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_24,V–Bundles: Clustering Fiber Trajectories from Diffusion MRI in Linear Time,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_7,Symmetric Wiener Processes for Probabilistic Tractography and Connectivity Estimation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_28,Topography-Based Registration of Developing Cortical Surfaces in Infants Using Multidirectional Varifold Representation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_47,Which Metrics Should Be Used in Non-linear Registration Evaluation?,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_80,Uncertainty-Driven Forest Predictors for Vertebra Localization and Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_33,Surgical Tool Tracking and Pose Estimation in Retinal Microsurgery,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_49,Perfusion Paths: Inference of Voxelwise Blood Flow Trajectories in CT Perfusion,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_57,Marker-Less AR in the Hybrid Room Using Equipment Detection for Camera Relocalization,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_28,U-Net: Convolutional Networks for Biomedical Image Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_68,DeepOrgan: Multi-level Deep Convolutional Networks for Automated Pancreas Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_83,Mobile C-arm 3D Reconstruction in the Presence of Uncertain Geometry,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_49,A Sparse Bayesian Learning Algorithm for Longitudinal Image Data,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_15,Improved Parkinson’s Disease Classification from Diffusion MRI Data by Fisher Vector Descriptors,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_61,Patient-specific 3D Ultrasound Simulation Based on Convolutional Ray-tracing and Appearance Optimization,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_56,A Registration Approach to Endoscopic Laser Speckle Contrast Imaging for Intrauterine Visualisation of Placental Vessels,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_34,Direct Calibration of a Laser Ablation System in the Projective Voltage Space,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_7,Leveraging Mid-Level Semantic Boundary Cues for Automated Lymph Node Detection,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_12,Multiple Surface Segmentation Using Truncated Convex Priors,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_75,Learning Tensor-Based Features for Whole-Brain fMRI Classification,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_23,Progressive Label Fusion Framework for Multi-atlas Segmentation by Dictionary Evolution,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_64,Learning with Heterogeneous Data for Longitudinal Studies,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_82,Analytic Quantification of Bias and Variance of Coil Sensitivity Profile Estimators for Improved Image Reconstruction in MRI,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_46,Robust Cell Detection and Segmentation in Histopathological Images Using Sparse Reconstruction and Stacked Denoising Autoencoders,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_70,A Hybrid of Deep Network and Hidden Markov Model for MCI Identification with Resting-State fMRI,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_81,Fast Automatic Vertebrae Detection and Localization in Pathological CT Scans - A Deep Learning Approach,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_23,Learning the Correlation Between Images and Disease Labels Using Ambiguous Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_37,Multimodal Dictionary Learning and Joint Sparse Representation for HEp-2 Cell Classification,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_8,Computer-Aided Pulmonary Embolism Detection Using a Novel Vessel-Aligned Multi-planar Image Representation and Convolutional Neural Networks,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_42,Combining Transversal and Longitudinal Registration in IVUS Studies,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_15,Corpus Callosum Segmentation in MS Studies Using Normal Atlases and Optimal Hybridization of Extrinsic and Intrinsic Image Cues,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_25,Improving Convenience and Reliability of 5-ALA-Induced Fluorescent Imaging for Brain Tumor Surgery,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_69,Estimate Compensate Iterate: Joint Motion Estimation and Compensation in 4-D Cardiac C-arm Computed Tomography,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_13,Robust Automated White Matter Pathway Reconstruction for Large Studies,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_77,Robust PET Motion Correction Using Non-local Spatio-temporal Priors,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_16,Automated Shape and Texture Analysis for Detection of Osteoarthritis from Radiographs of the Knee,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_63,Joint Diagnosis and Conversion Time Prediction of Progressive Mild Cognitive Impairment (pMCI) Using Low-Rank Subspace Clustering and Matrix Completion,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_42,Adaption of 3D Models to 2D X-Ray Images during Endovascular Abdominal Aneurysm Repair,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_65,Why Does Synthesized Data Improve Multi-sequence Classification?,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_86,Disentangling Disease Heterogeneity with Max-Margin Multiple Hyperplane Classifier,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_27,Simultaneous Denoising and Registration for Accurate Cardiac Diffusion Tensor Reconstruction from MRI,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_54,Robust Live Tracking of Mitral Valve Annulus for Minimally-Invasive Intervention Guidance,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_52,Towards an Efficient Computational Framework for Guiding Surgical Resection through Intra-operative Endo-microscopic Pathology,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_59,Application of L0-Norm Regularization to Epicardial Potential Reconstruction,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_3,Detection of Glands and Villi by Collaboration of Domain Knowledge and Deep Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_27,Neutrophils Identification by Deep Learning and Voronoi Diagram of Clusters,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_18,Multi-organ Segmentation Using Shape Model Guided Local Phase Analysis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_90,Multi-scale Heat Kernel Based Volumetric Morphology Signature,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_3,Multimodal Cortical Parcellation Based on Anatomical and Functional Brain Connectivity,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_16,Classification of MRI under the Presence of Disease Heterogeneity using Multi-Task Learning: Application to Bipolar Disorder,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_4,Slic-Seg: Slice-by-Slice Segmentation Propagation of the Placenta in Fetal MRI Using One-Plane Scribbles and Online Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_72,Automatic Coronary Calcium Scoring in Cardiac CT Angiography Using Convolutional Neural Networks,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_18,Computer-Aided Infarction Identification from Cardiac CT Images: A Biomechanical Approach with SVM,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_12,Prediction of CT Substitutes from MR Images Based on Local Sparse Correspondence Combination,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_46,Interventional Photoacoustic Imaging of the Human Placenta with Ultrasonic Tracking for Minimally Invasive Fetal Surgeries,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_45,Deep Voting: A Robust Approach Toward Nucleus Localization in Microscopy Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_43,Beyond Classification: Structured Regression for Robust Cell Detection Using Convolutional Neural Network,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_40,Fast Cell Segmentation Using Scalable Sparse Manifold Learning and Affine Transform-Approximated Active Contour,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_67,Efficient Preconditioning in Joint Total Variation Regularized Parallel MRI Reconstruction,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_31,Adaptive Co-occurrence Differential Texton Space for HEp-2 Cells Classification,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_62,Robust Transmural Electrophysiological Imaging: Integrating Sparse and Dynamic Physiological Models into ECG-Based Inference,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_1,Automatic Segmentation of Renal Compartments in DCE-MRI Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_35,Uncertainty Quantification for LDDMM Using a Low-Rank Hessian Approximation,False,True,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_35,Fast Background Removal in 3D Fluorescence Microscopy Images Using One-Class Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_76,Accelerated Dynamic MRI Reconstruction with Total Variation and Nuclear Norm Regularization,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_23,Diffusion Compartmentalization Using Response Function Groups with Cardinality Penalization,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_28,Iterative Subspace Screening for Rapid Sparse Estimation of Brain Tissue Microstructural Properties,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_16,Brain Tissue Segmentation Based on Diffusion MRI Using ℓ0 Sparse-Group Representation Classification,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_82,Guided Random Forests for Identification of Key Fetal Anatomy and Image Categorization in Ultrasound Scans,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_46,Distance Networks for Morphological Profiling and Characterization of DICCCOL Landmarks,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_79,Automatic Craniomaxillofacial Landmark Digitization via Segmentation-Guided Partially-Joint Regression Forest Model,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_30,Multi-scale and Multimodal Fusion of Tract-Tracing Myelin Stain and DTI-derived Fibers in Macaque Brains,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_55,Solving Logistic Regression with Group Cardinality Constraints for Time Series Analysis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24574-4_36,Motion Representation of Ciliated Cell Images with Contour-Alignment for Automated CBF Estimation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_31,Space-Frequency Detail-Preserving Construction of Neonatal Brain Atlases,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_72,Prospective Prediction of Thin-Cap Fibroatheromas from Baseline Virtual Histology Intravascular Ultrasound Data,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_82,Direct and Simultaneous Four-Chamber Volume Estimation by Multi-Output Regression,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_69,3D Deep Learning for Efficient and Robust Landmark Detection in Volumetric Data,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_47,Automated Segmentation of Surgical Motion for Performance Analysis and Feedback,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24553-9_53,Automated Assessment of Surgical Skills Using Frequency Analysis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-24571-3_22,Semantic 3-D Labeling of Ear Implants Using a Global Parametric Transition Prior,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10443-0_47,Scalable Histopathological Image Analysis via Active Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10443-0_29,Image Quality Transfer via Random Forest Regression: Applications in Diffusion MRI,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_51,Auto Localization and Segmentation of Occluded Vessels in Robot-Assisted Partial Nephrectomy,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_27,Topology Preservation and Anatomical Feasibility in Random Walker Image Registration,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_92,Automated 3D Segmentation of Multiple Surfaces with a Shared Hole: Segmentation of the Neural Canal Opening in SD-OCT Volumes,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10443-0_19,T 2-Relaxometry for Myelin Water Fraction Extraction Using Wald Distribution and Extended Phase Graph,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_48,TRIC: Trust Region for Invariant Compactness and Its Application to Abdominal Aorta Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_91,Label Inference with Registration and Patch Priors,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_42,Multi-view Stereo and Advanced Navigation for Transanal Endoscopic Microsurgery,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_82,An Automated System for Detecting and Measuring Nailfold Capillaries,False,False,False,False,False,False,False,False,True,False
10.1007/978-3-319-10470-6_9,Real-Time Muscle Deformation via Decoupled Modeling of Solid and Muscle Fiber Mechanics,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_71,Multi-stage Thresholded Region Classification for Whole-Body PET-CT Lymphoma Studies,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_23,Iterative Most Likely Oriented Point Registration,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_101,Erratum: Iterative Most Likely Oriented Point Registration,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_100,Lung Segmentation from CT with Severe Pathologies Using Anatomical Constraints,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_74,Automated Detection of New or Evolving Melanocytic Lesions Using a 3D Body Model,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10443-0_53,Multi-scale Analysis of Imaging Features and Its Use in the Study of COPD Exacerbation Susceptible Phenotypes,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_58,Modeling the Variability in Brain Morphology and Lesion Distribution in Multiple Sclerosis by Deep Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_14,Application-Driven MRI: Joint Reconstruction and Segmentation from Undersampled MRI Data,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_7,Patient-Specific Simulation of Implant Placement and Function for Cochlear Implantation Surgery Planning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10443-0_1,Generalized Multiresolution Hierarchical Shape Models via Automatic Landmark Clusterization,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_93,Coupled Sparse Dictionary for Depth-Based Cup Segmentation from Single Color Fundus Image,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_15,A Matching Model Based on Earth Mover’s Distance for Tracking Myxococcus Xanthus,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_18,Real Time Dynamic MRI with Dynamic Total Variation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_67,Breast Cancer Risk Analysis Based on a Novel Segmentation Framework for Digital Mammograms,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10443-0_35,Construct and Assess Multimodal Mouse Brain Connectomes via Joint Modeling of Multi-scale DTI and Neuron Tracer Data,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_21,Speckle Reduction in Optical Coherence Tomography by Image Registration and Matrix Completion,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_78,Tracing Retinal Blood Vessels by Matrix-Forest Theorem of Directed Graphs,False,False,False,False,False,False,False,False,True,False
10.1007/978-3-319-10443-0_36,Designing Single- and Multiple-Shell Sampling Schemes for Diffusion MRI Using Spherical Code,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_31,Histology to μCT Data Matching Using Landmarks and a Density Biased RANSAC,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_75,Bone Tumor Segmentation on Bone Scans Using Context Information and Random Forests,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_98,A Unified Kernel Regression for Diffusion Wavelets on Manifolds Detects Aging-Related Changes in the Amygdala and Hippocampus,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_77,Reconstruction of Coronary Trees from 3DRA Using a 3D+t Statistical Cardiac Prior,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_61,Automated Medical Image Modality Recognition by Fusion of Visual and Text Information,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_11,Introducing Interactive Inverse FEM Simulation and Its Application for Adaptive Radiotherapy,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_69,Patient Specific Image Driven Evaluation of the Aggressiveness of Metastases to the Lung,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_96,Segmentation of Cerebrovascular Pathologies in Stroke Patients with Spatial and Shape Priors,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_88,Group-Wise Functional Community Detection through Joint Laplacian Diagonalization,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10443-0_42,A Novel Structure-Aware Sparse Learning Algorithm for Brain Imaging Genetics,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_26,Incorporating Privileged Genetic Information for Fundus Image Based Glaucoma Detection,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10443-0_17,New Partial Volume Estimation Methods for MRI MP2RAGE,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_35,Longitudinal Measurement of the Developing Thalamus in the Preterm Brain Using Multi-modal MRI,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10443-0_25,Discriminative Sparse Connectivity Patterns for Classification of fMRI Data,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_53,Towards Automatic Bone Age Estimation from MRI: Localization of 3D Anatomical Landmarks,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_54,Pico Lantern: A Pick-up Projector for Augmented Reality in Laparoscopic Surgery,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_82,Desired-View Controlled Positioning of Angiographic C-arms,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_20,Tensor Total-Variation Regularized Deconvolution for Efficient Low-Dose CT Perfusion,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_30,Sparse Bayesian Registration,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_3,Candidate Sampling for Neuron Reconstruction from Anisotropic Electron Microscopy Volumes,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_63,Towards Personalized Interventional SPECT-CT Imaging,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10443-0_43,Multi-organ Localization Combining Global-to-Local Regression and Confidence Maps,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_52,Spatially Varying Registration Using Gaussian Processes,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10443-0_15,Functionally Driven Brain Networks Using Multi-layer Graph Clustering,False,False,False,False,False,False,False,False,False,False
